Hourly measurement data supplied by UK-air on 17/11/2024
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Birmingham Airport 2",
Latitude,,52.455719,,
Longitude,,-1.743912,,
Site Type,,Suburban Industrial,,
Zone,,West Midlands,,
Agglomeration,,West Midlands Urban Area,,
Local Authority,,"Solihull",,
Date,Time,"Ozone",Status
2023-01-01,01:00:00,74.16131,V ugm-3
2023-01-01,02:00:00,73.42248,V ugm-3
2023-01-01,03:00:00,71.77808,V ugm-3
2023-01-01,04:00:00,72.76951,V ugm-3
2023-01-01,05:00:00,71.82038,V ugm-3
2023-01-01,06:00:00,69.40767,V ugm-3
2023-01-01,07:00:00,73.23363,V ugm-3
2023-01-01,08:00:00,71.87048,V ugm-3
2023-01-01,09:00:00,74.10168,V ugm-3
2023-01-01,10:00:00,72.29429,V ugm-3
2023-01-01,11:00:00,72.58818,V ugm-3
2023-01-01,12:00:00,70.36311,V ugm-3
2023-01-01,13:00:00,68.87283,V ugm-3
2023-01-01,14:00:00,63.55891,V ugm-3
2023-01-01,15:00:00,63.25986,V ugm-3
2023-01-01,16:00:00,60.42524,V ugm-3
2023-01-01,17:00:00,66.66378,V ugm-3
2023-01-01,18:00:00,65.77018,V ugm-3
2023-01-01,19:00:00,65.91952,V ugm-3
2023-01-01,20:00:00,64.69266,V ugm-3
2023-01-01,21:00:00,60.29137,V ugm-3
2023-01-01,22:00:00,57.98202,V ugm-3
2023-01-01,23:00:00,50.68482,V ugm-3
2023-01-01,24:00:00,60.1152,V ugm-3
2023-01-02,01:00:00,60.02952,V ugm-3
2023-01-02,02:00:00,59.73907,V ugm-3
2023-01-02,03:00:00,57.08481,V ugm-3
2023-01-02,04:00:00,49.65884,V ugm-3
2023-01-02,05:00:00,36.14729,V ugm-3
2023-01-02,06:00:00,35.76322,V ugm-3
2023-01-02,07:00:00,37.91209,V ugm-3
2023-01-02,08:00:00,27.70718,V ugm-3
2023-01-02,09:00:00,32.66652,V ugm-3
2023-01-02,10:00:00,34.95233,V ugm-3
2023-01-02,11:00:00,41.65809,V ugm-3
2023-01-02,12:00:00,47.82182,V ugm-3
2023-01-02,13:00:00,50.59863,V ugm-3
2023-01-02,14:00:00,48.99969,V ugm-3
2023-01-02,15:00:00,47.55171,V ugm-3
2023-01-02,16:00:00,34.31515,V ugm-3
2023-01-02,17:00:00,27.09122,V ugm-3
2023-01-02,18:00:00,18.79269,V ugm-3
2023-01-02,19:00:00,23.82266,V ugm-3
2023-01-02,20:00:00,27.87852,V ugm-3
2023-01-02,21:00:00,22.97959,V ugm-3
2023-01-02,22:00:00,11.21251,V ugm-3
2023-01-02,23:00:00,17.93884,V ugm-3
2023-01-02,24:00:00,24.6069,V ugm-3
2023-01-03,01:00:00,33.88869,V ugm-3
2023-01-03,02:00:00,35.57075,V ugm-3
2023-01-03,03:00:00,38.84024,V ugm-3
2023-01-03,04:00:00,38.58772,V ugm-3
2023-01-03,05:00:00,44.27777,V ugm-3
2023-01-03,06:00:00,46.01518,V ugm-3
2023-01-03,07:00:00,54.22084,V ugm-3
2023-01-03,08:00:00,56.49383,V ugm-3
2023-01-03,09:00:00,52.56125,V ugm-3
2023-01-03,10:00:00,57.75217,V ugm-3
2023-01-03,11:00:00,64.24563,V ugm-3
2023-01-03,12:00:00,64.56706,V ugm-3
2023-01-03,13:00:00,60.73896,V ugm-3
2023-01-03,14:00:00,65.1539,V ugm-3
2023-01-03,15:00:00,67.4274,V ugm-3
2023-01-03,16:00:00,65.89732,V ugm-3
2023-01-03,17:00:00,64.2727,V ugm-3
2023-01-03,18:00:00,67.17563,V ugm-3
2023-01-03,19:00:00,64.63824,V ugm-3
2023-01-03,20:00:00,63.40846,V ugm-3
2023-01-03,21:00:00,65.33653,V ugm-3
2023-01-03,22:00:00,67.68637,V ugm-3
2023-01-03,23:00:00,72.51723,V ugm-3
2023-01-03,24:00:00,74.68885,V ugm-3
2023-01-04,01:00:00,74.45306,V ugm-3
2023-01-04,02:00:00,73.46678,V ugm-3
2023-01-04,03:00:00,72.83907,V ugm-3
2023-01-04,04:00:00,70.98144,V ugm-3
2023-01-04,05:00:00,67.56174,V ugm-3
2023-01-04,06:00:00,75.06368,V ugm-3
2023-01-04,07:00:00,73.52333,V ugm-3
2023-01-04,08:00:00,69.51646,V ugm-3
2023-01-04,09:00:00,68.02771,V ugm-3
2023-01-04,10:00:00,65.21942,V ugm-3
2023-01-04,11:00:00,66.17547,V ugm-3
2023-01-04,12:00:00,64.15044,V ugm-3
2023-01-04,13:00:00,64.03199,V ugm-3
2023-01-04,14:00:00,63.84601,V ugm-3
2023-01-04,15:00:00,61.40432,V ugm-3
2023-01-04,16:00:00,59.42764,V ugm-3
2023-01-04,17:00:00,55.6182,V ugm-3
2023-01-04,18:00:00,57.50291,V ugm-3
2023-01-04,19:00:00,52.99955,V ugm-3
2023-01-04,20:00:00,56.22785,V ugm-3
2023-01-04,21:00:00,57.10672,V ugm-3
2023-01-04,22:00:00,58.59185,V ugm-3
2023-01-04,23:00:00,59.49418,V ugm-3
2023-01-04,24:00:00,60.16261,V ugm-3
2023-01-05,01:00:00,59.63747,V ugm-3
2023-01-05,02:00:00,56.73835,V ugm-3
2023-01-05,03:00:00,54.9168,V ugm-3
2023-01-05,04:00:00,50.77016,V ugm-3
2023-01-05,05:00:00,47.91107,V ugm-3
2023-01-05,06:00:00,33.33314,V ugm-3
2023-01-05,07:00:00,46.13726,V ugm-3
2023-01-05,08:00:00,41.61886,V ugm-3
2023-01-05,09:00:00,44.97531,V ugm-3
2023-01-05,10:00:00,47.57757,V ugm-3
2023-01-05,11:00:00,50.28905,V ugm-3
2023-01-05,12:00:00,56.14371,V ugm-3
2023-01-05,13:00:00,62.63996,V ugm-3
2023-01-05,14:00:00,59.89027,V ugm-3
2023-01-05,15:00:00,58.93575,V ugm-3
2023-01-05,16:00:00,56.03663,V ugm-3
2023-01-05,17:00:00,55.28601,V ugm-3
2023-01-05,18:00:00,58.23356,V ugm-3
2023-01-05,19:00:00,58.7743,V ugm-3
2023-01-05,20:00:00,64.14863,V ugm-3
2023-01-05,21:00:00,65.51135,V ugm-3
2023-01-05,22:00:00,67.8136,V ugm-3
2023-01-05,23:00:00,73.49831,V ugm-3
2023-01-05,24:00:00,75.94046,V ugm-3
2023-01-06,01:00:00,78.99411,V ugm-3
2023-01-06,02:00:00,78.54523,V ugm-3
2023-01-06,03:00:00,76.4154,V ugm-3
2023-01-06,04:00:00,74.44865,V ugm-3
2023-01-06,05:00:00,73.5004,V ugm-3
2023-01-06,06:00:00,57.6345,V ugm-3
2023-01-06,07:00:00,43.76262,V ugm-3
2023-01-06,08:00:00,44.74444,V ugm-3
2023-01-06,09:00:00,51.18325,V ugm-3
2023-01-06,10:00:00,57.88664,V ugm-3
2023-01-06,11:00:00,60.76919,V ugm-3
2023-01-06,12:00:00,63.88362,V ugm-3
2023-01-06,13:00:00,65.40929,V ugm-3
2023-01-06,14:00:00,64.21359,V ugm-3
2023-01-06,15:00:00,59.13129,V ugm-3
2023-01-06,16:00:00,53.37619,V ugm-3
2023-01-06,17:00:00,54.88017,V ugm-3
2023-01-06,18:00:00,53.61328,V ugm-3
2023-01-06,19:00:00,54.85286,V ugm-3
2023-01-06,20:00:00,65.58031,V ugm-3
2023-01-06,21:00:00,68.68523,V ugm-3
2023-01-06,22:00:00,70.98279,V ugm-3
2023-01-06,23:00:00,70.42218,V ugm-3
2023-01-06,24:00:00,70.71528,V ugm-3
2023-01-07,01:00:00,69.47936,V ugm-3
2023-01-07,02:00:00,70.73668,V ugm-3
2023-01-07,03:00:00,70.81023,V ugm-3
2023-01-07,04:00:00,69.99265,V ugm-3
2023-01-07,05:00:00,69.71613,V ugm-3
2023-01-07,06:00:00,67.65465,V ugm-3
2023-01-07,07:00:00,67.94771,V ugm-3
2023-01-07,08:00:00,66.95604,V ugm-3
2023-01-07,09:00:00,67.31833,V ugm-3
2023-01-07,10:00:00,68.14222,V ugm-3
2023-01-07,11:00:00,66.59366,V ugm-3
2023-01-07,12:00:00,64.20384,V ugm-3
2023-01-07,13:00:00,64.22232,V ugm-3
2023-01-07,14:00:00,67.79577,V ugm-3
2023-01-07,15:00:00,64.39515,V ugm-3
2023-01-07,16:00:00,71.19792,V ugm-3
2023-01-07,17:00:00,72.09105,V ugm-3
2023-01-07,18:00:00,75.60715,V ugm-3
2023-01-07,19:00:00,78.56589,V ugm-3
2023-01-07,20:00:00,76.42728,V ugm-3
2023-01-07,21:00:00,73.55895,V ugm-3
2023-01-07,22:00:00,72.62041,V ugm-3
2023-01-07,23:00:00,68.6974,V ugm-3
2023-01-07,24:00:00,68.04327,V ugm-3
2023-01-08,01:00:00,68.87018,V ugm-3
2023-01-08,02:00:00,75.61467,V ugm-3
2023-01-08,03:00:00,77.57037,V ugm-3
2023-01-08,04:00:00,73.00168,V ugm-3
2023-01-08,05:00:00,70.9351,V ugm-3
2023-01-08,06:00:00,63.49743,V ugm-3
2023-01-08,07:00:00,69.71669,V ugm-3
2023-01-08,08:00:00,59.66738,V ugm-3
2023-01-08,09:00:00,60.49926,V ugm-3
2023-01-08,10:00:00,66.22525,V ugm-3
2023-01-08,11:00:00,69.86366,V ugm-3
2023-01-08,12:00:00,70.80791,V ugm-3
2023-01-08,13:00:00,73.0249,V ugm-3
2023-01-08,14:00:00,68.21136,V ugm-3
2023-01-08,15:00:00,66.32146,V ugm-3
2023-01-08,16:00:00,69.17006,V ugm-3
2023-01-08,17:00:00,71.47374,V ugm-3
2023-01-08,18:00:00,60.7416,V ugm-3
2023-01-08,19:00:00,65.59819,V ugm-3
2023-01-08,20:00:00,63.82586,V ugm-3
2023-01-08,21:00:00,56.56371,V ugm-3
2023-01-08,22:00:00,48.52169,V ugm-3
2023-01-08,23:00:00,51.01186,V ugm-3
2023-01-08,24:00:00,58.95924,V ugm-3
2023-01-09,01:00:00,56.6218,V ugm-3
2023-01-09,02:00:00,54.83605,V ugm-3
2023-01-09,03:00:00,58.25803,V ugm-3
2023-01-09,04:00:00,60.07494,V ugm-3
2023-01-09,05:00:00,58.51886,V ugm-3
2023-01-09,06:00:00,61.02918,V ugm-3
2023-01-09,07:00:00,56.97002,V ugm-3
2023-01-09,08:00:00,49.37791,V ugm-3
2023-01-09,09:00:00,45.12237,V ugm-3
2023-01-09,10:00:00,No data,V ugm-3
2023-01-09,11:00:00,No data,V ugm-3
2023-01-09,12:00:00,No data,V ugm-3
2023-01-09,13:00:00,No data,V ugm-3
2023-01-09,14:00:00,No data,V ugm-3
2023-01-09,15:00:00,No data,V ugm-3
2023-01-09,16:00:00,No data,V ugm-3
2023-01-09,17:00:00,No data,V ugm-3
2023-01-09,18:00:00,No data,V ugm-3
2023-01-09,19:00:00,No data,V ugm-3
2023-01-09,20:00:00,No data,V ugm-3
2023-01-09,21:00:00,No data,V ugm-3
2023-01-09,22:00:00,No data,V ugm-3
2023-01-09,23:00:00,No data,V ugm-3
2023-01-09,24:00:00,No data,V ugm-3
2023-01-10,01:00:00,No data,V ugm-3
2023-01-10,02:00:00,No data,V ugm-3
2023-01-10,03:00:00,No data,V ugm-3
2023-01-10,04:00:00,No data,V ugm-3
2023-01-10,05:00:00,No data,V ugm-3
2023-01-10,06:00:00,No data,V ugm-3
2023-01-10,07:00:00,No data,V ugm-3
2023-01-10,08:00:00,No data,V ugm-3
2023-01-10,09:00:00,No data,V ugm-3
2023-01-10,10:00:00,No data,V ugm-3
2023-01-10,11:00:00,No data,V ugm-3
2023-01-10,12:00:00,50.46069,V ugm-3
2023-01-10,13:00:00,47.17378,V ugm-3
2023-01-10,14:00:00,45.52147,V ugm-3
2023-01-10,15:00:00,47.37179,V ugm-3
2023-01-10,16:00:00,46.13125,V ugm-3
2023-01-10,17:00:00,46.81289,V ugm-3
2023-01-10,18:00:00,46.46779,V ugm-3
2023-01-10,19:00:00,51.0399,V ugm-3
2023-01-10,20:00:00,63.47866,V ugm-3
2023-01-10,21:00:00,68.55667,V ugm-3
2023-01-10,22:00:00,71.09736,V ugm-3
2023-01-10,23:00:00,73.17898,V ugm-3
2023-01-10,24:00:00,71.98178,V ugm-3
2023-01-11,01:00:00,69.17071,V ugm-3
2023-01-11,02:00:00,69.27902,V ugm-3
2023-01-11,03:00:00,68.10846,V ugm-3
2023-01-11,04:00:00,70.68368,V ugm-3
2023-01-11,05:00:00,67.25133,V ugm-3
2023-01-11,06:00:00,65.36674,V ugm-3
2023-01-11,07:00:00,66.10356,V ugm-3
2023-01-11,08:00:00,66.67851,V ugm-3
2023-01-11,09:00:00,65.34993,V ugm-3
2023-01-11,10:00:00,64.73479,V ugm-3
2023-01-11,11:00:00,66.70993,V ugm-3
2023-01-11,12:00:00,65.42422,V ugm-3
2023-01-11,13:00:00,66.46582,V ugm-3
2023-01-11,14:00:00,63.66854,V ugm-3
2023-01-11,15:00:00,67.14469,V ugm-3
2023-01-11,16:00:00,68.94034,V ugm-3
2023-01-11,17:00:00,62.00742,V ugm-3
2023-01-11,18:00:00,61.85211,V ugm-3
2023-01-11,19:00:00,51.89562,V ugm-3
2023-01-11,20:00:00,58.45544,V ugm-3
2023-01-11,21:00:00,63.67356,V ugm-3
2023-01-11,22:00:00,71.2783,V ugm-3
2023-01-11,23:00:00,74.79506,V ugm-3
2023-01-11,24:00:00,74.10865,V ugm-3
2023-01-12,01:00:00,73.70285,V ugm-3
2023-01-12,02:00:00,73.57351,V ugm-3
2023-01-12,03:00:00,73.32965,V ugm-3
2023-01-12,04:00:00,75.38802,V ugm-3
2023-01-12,05:00:00,74.56832,V ugm-3
2023-01-12,06:00:00,67.07419,V ugm-3
2023-01-12,07:00:00,63.02096,V ugm-3
2023-01-12,08:00:00,54.94174,V ugm-3
2023-01-12,09:00:00,48.60782,V ugm-3
2023-01-12,10:00:00,54.73224,V ugm-3
2023-01-12,11:00:00,63.02709,V ugm-3
2023-01-12,12:00:00,67.95784,V ugm-3
2023-01-12,13:00:00,77.96541,V ugm-3
2023-01-12,14:00:00,78.03234,V ugm-3
2023-01-12,15:00:00,75.44669,V ugm-3
2023-01-12,16:00:00,73.78331,V ugm-3
2023-01-12,17:00:00,70.98425,V ugm-3
2023-01-12,18:00:00,71.02379,V ugm-3
2023-01-12,19:00:00,72.45477,V ugm-3
2023-01-12,20:00:00,72.9327,V ugm-3
2023-01-12,21:00:00,71.51177,V ugm-3
2023-01-12,22:00:00,73.92823,V ugm-3
2023-01-12,23:00:00,76.16903,V ugm-3
2023-01-12,24:00:00,75.65747,V ugm-3
2023-01-13,01:00:00,75.4446,V ugm-3
2023-01-13,02:00:00,77.01505,V ugm-3
2023-01-13,03:00:00,79.31967,V ugm-3
2023-01-13,04:00:00,77.19854,V ugm-3
2023-01-13,05:00:00,74.14961,V ugm-3
2023-01-13,06:00:00,69.552,V ugm-3
2023-01-13,07:00:00,68.0598,V ugm-3
2023-01-13,08:00:00,65.86132,V ugm-3
2023-01-13,09:00:00,65.15673,V ugm-3
2023-01-13,10:00:00,65.97584,V ugm-3
2023-01-13,11:00:00,67.78801,V ugm-3
2023-01-13,12:00:00,69.37642,V ugm-3
2023-01-13,13:00:00,69.68585,V ugm-3
2023-01-13,14:00:00,65.08176,V ugm-3
2023-01-13,15:00:00,63.44098,V ugm-3
2023-01-13,16:00:00,59.71846,V ugm-3
2023-01-13,17:00:00,57.28446,V ugm-3
2023-01-13,18:00:00,56.63714,V ugm-3
2023-01-13,19:00:00,58.76691,V ugm-3
2023-01-13,20:00:00,55.8053,V ugm-3
2023-01-13,21:00:00,54.19769,V ugm-3
2023-01-13,22:00:00,58.67704,V ugm-3
2023-01-13,23:00:00,62.09503,V ugm-3
2023-01-13,24:00:00,59.69168,V ugm-3
2023-01-14,01:00:00,63.70494,V ugm-3
2023-01-14,02:00:00,65.85634,V ugm-3
2023-01-14,03:00:00,68.63024,V ugm-3
2023-01-14,04:00:00,70.51151,V ugm-3
2023-01-14,05:00:00,73.50015,V ugm-3
2023-01-14,06:00:00,71.06637,V ugm-3
2023-01-14,07:00:00,68.83297,V ugm-3
2023-01-14,08:00:00,64.56833,V ugm-3
2023-01-14,09:00:00,59.48733,V ugm-3
2023-01-14,10:00:00,65.05102,V ugm-3
2023-01-14,11:00:00,65.67284,V ugm-3
2023-01-14,12:00:00,65.26908,V ugm-3
2023-01-14,13:00:00,65.371,V ugm-3
2023-01-14,14:00:00,69.09335,V ugm-3
2023-01-14,15:00:00,72.54366,V ugm-3
2023-01-14,16:00:00,67.85758,V ugm-3
2023-01-14,17:00:00,68.20664,V ugm-3
2023-01-14,18:00:00,70.95687,V ugm-3
2023-01-14,19:00:00,71.30388,V ugm-3
2023-01-14,20:00:00,69.58575,V ugm-3
2023-01-14,21:00:00,70.85499,V ugm-3
2023-01-14,22:00:00,70.79467,V ugm-3
2023-01-14,23:00:00,71.94819,V ugm-3
2023-01-14,24:00:00,72.41203,V ugm-3
2023-01-15,01:00:00,74.5813,V ugm-3
2023-01-15,02:00:00,77.13165,V ugm-3
2023-01-15,03:00:00,75.63716,V ugm-3
2023-01-15,04:00:00,75.68114,V ugm-3
2023-01-15,05:00:00,73.66053,V ugm-3
2023-01-15,06:00:00,71.86607,V ugm-3
2023-01-15,07:00:00,72.36413,V ugm-3
2023-01-15,08:00:00,68.89466,V ugm-3
2023-01-15,09:00:00,67.06452,V ugm-3
2023-01-15,10:00:00,69.69104,V ugm-3
2023-01-15,11:00:00,69.89914,V ugm-3
2023-01-15,12:00:00,71.38899,V ugm-3
2023-01-15,13:00:00,66.69554,V ugm-3
2023-01-15,14:00:00,66.11229,V ugm-3
2023-01-15,15:00:00,67.03349,V ugm-3
2023-01-15,16:00:00,59.02737,V ugm-3
2023-01-15,17:00:00,53.72347,V ugm-3
2023-01-15,18:00:00,49.47389,V ugm-3
2023-01-15,19:00:00,59.24828,V ugm-3
2023-01-15,20:00:00,57.23197,V ugm-3
2023-01-15,21:00:00,49.70004,V ugm-3
2023-01-15,22:00:00,41.92028,V ugm-3
2023-01-15,23:00:00,34.95049,V ugm-3
2023-01-15,24:00:00,24.29537,V ugm-3
2023-01-16,01:00:00,18.10383,V ugm-3
2023-01-16,02:00:00,11.37607,V ugm-3
2023-01-16,03:00:00,9.66577,V ugm-3
2023-01-16,04:00:00,29.19867,V ugm-3
2023-01-16,05:00:00,43.47438,V ugm-3
2023-01-16,06:00:00,44.35573,V ugm-3
2023-01-16,07:00:00,27.11304,V ugm-3
2023-01-16,08:00:00,32.87483,V ugm-3
2023-01-16,09:00:00,35.98127,V ugm-3
2023-01-16,10:00:00,54.36368,V ugm-3
2023-01-16,11:00:00,56.69508,V ugm-3
2023-01-16,12:00:00,55.29531,V ugm-3
2023-01-16,13:00:00,56.51772,V ugm-3
2023-01-16,14:00:00,59.46656,V ugm-3
2023-01-16,15:00:00,55.86937,V ugm-3
2023-01-16,16:00:00,44.20268,V ugm-3
2023-01-16,17:00:00,32.86346,V ugm-3
2023-01-16,18:00:00,11.35522,V ugm-3
2023-01-16,19:00:00,3.09224,V ugm-3
2023-01-16,20:00:00,2.66391,V ugm-3
2023-01-16,21:00:00,12.99408,V ugm-3
2023-01-16,22:00:00,19.53926,V ugm-3
2023-01-16,23:00:00,26.8086,V ugm-3
2023-01-16,24:00:00,24.6478,V ugm-3
2023-01-17,01:00:00,15.72633,V ugm-3
2023-01-17,02:00:00,8.97091,V ugm-3
2023-01-17,03:00:00,4.96424,V ugm-3
2023-01-17,04:00:00,2.41935,V ugm-3
2023-01-17,05:00:00,1.28547,V ugm-3
2023-01-17,06:00:00,1.24645,V ugm-3
2023-01-17,07:00:00,1.49456,V ugm-3
2023-01-17,08:00:00,2.22516,V ugm-3
2023-01-17,09:00:00,4.56882,V ugm-3
2023-01-17,10:00:00,14.85478,V ugm-3
2023-01-17,11:00:00,29.89231,V ugm-3
2023-01-17,12:00:00,38.29989,V ugm-3
2023-01-17,13:00:00,51.63095,V ugm-3
2023-01-17,14:00:00,48.5125,V ugm-3
2023-01-17,15:00:00,45.88236,V ugm-3
2023-01-17,16:00:00,35.39848,V ugm-3
2023-01-17,17:00:00,23.52556,V ugm-3
2023-01-17,18:00:00,24.61987,V ugm-3
2023-01-17,19:00:00,4.95813,V ugm-3
2023-01-17,20:00:00,26.81499,V ugm-3
2023-01-17,21:00:00,34.56196,V ugm-3
2023-01-17,22:00:00,44.42214,V ugm-3
2023-01-17,23:00:00,48.97442,V ugm-3
2023-01-17,24:00:00,52.35256,V ugm-3
2023-01-18,01:00:00,54.58059,V ugm-3
2023-01-18,02:00:00,49.40253,V ugm-3
2023-01-18,03:00:00,49.05411,V ugm-3
2023-01-18,04:00:00,52.63406,V ugm-3
2023-01-18,05:00:00,48.17332,V ugm-3
2023-01-18,06:00:00,38.26818,V ugm-3
2023-01-18,07:00:00,30.86515,V ugm-3
2023-01-18,08:00:00,25.19818,V ugm-3
2023-01-18,09:00:00,22.6168,V ugm-3
2023-01-18,10:00:00,39.42992,V ugm-3
2023-01-18,11:00:00,44.79394,V ugm-3
2023-01-18,12:00:00,48.69671,V ugm-3
2023-01-18,13:00:00,53.05153,V ugm-3
2023-01-18,14:00:00,53.53853,V ugm-3
2023-01-18,15:00:00,49.27716,V ugm-3
2023-01-18,16:00:00,41.60073,V ugm-3
2023-01-18,17:00:00,37.97302,V ugm-3
2023-01-18,18:00:00,37.93823,V ugm-3
2023-01-18,19:00:00,44.93021,V ugm-3
2023-01-18,20:00:00,46.002,V ugm-3
2023-01-18,21:00:00,48.08153,V ugm-3
2023-01-18,22:00:00,42.2696,V ugm-3
2023-01-18,23:00:00,32.32359,V ugm-3
2023-01-18,24:00:00,25.66155,V ugm-3
2023-01-19,01:00:00,20.60495,V ugm-3
2023-01-19,02:00:00,35.21895,V ugm-3
2023-01-19,03:00:00,40.21778,V ugm-3
2023-01-19,04:00:00,41.81355,V ugm-3
2023-01-19,05:00:00,13.40303,V ugm-3
2023-01-19,06:00:00,32.2332,V ugm-3
2023-01-19,07:00:00,18.81905,V ugm-3
2023-01-19,08:00:00,8.72352,V ugm-3
2023-01-19,09:00:00,7.07898,V ugm-3
2023-01-19,10:00:00,12.19941,V ugm-3
2023-01-19,11:00:00,32.50967,V ugm-3
2023-01-19,12:00:00,43.28331,V ugm-3
2023-01-19,13:00:00,48.10311,V ugm-3
2023-01-19,14:00:00,47.37634,V ugm-3
2023-01-19,15:00:00,51.6319,V ugm-3
2023-01-19,16:00:00,41.66033,V ugm-3
2023-01-19,17:00:00,39.39803,V ugm-3
2023-01-19,18:00:00,31.78235,V ugm-3
2023-01-19,19:00:00,34.50376,V ugm-3
2023-01-19,20:00:00,51.13616,V ugm-3
2023-01-19,21:00:00,50.63384,V ugm-3
2023-01-19,22:00:00,60.3216,V ugm-3
2023-01-19,23:00:00,64.73738,V ugm-3
2023-01-19,24:00:00,62.24353,V ugm-3
2023-01-20,01:00:00,60.59641,V ugm-3
2023-01-20,02:00:00,61.96889,V ugm-3
2023-01-20,03:00:00,61.85828,V ugm-3
2023-01-20,04:00:00,57.599,V ugm-3
2023-01-20,05:00:00,52.45925,V ugm-3
2023-01-20,06:00:00,45.59057,V ugm-3
2023-01-20,07:00:00,33.3046,V ugm-3
2023-01-20,08:00:00,14.16698,V ugm-3
2023-01-20,09:00:00,16.16128,V ugm-3
2023-01-20,10:00:00,23.55055,V ugm-3
2023-01-20,11:00:00,49.18515,V ugm-3
2023-01-20,12:00:00,51.47398,V ugm-3
2023-01-20,13:00:00,50.81925,V ugm-3
2023-01-20,14:00:00,49.96114,V ugm-3
2023-01-20,15:00:00,36.42927,V ugm-3
2023-01-20,16:00:00,17.69771,V ugm-3
2023-01-20,17:00:00,4.18259,V ugm-3
2023-01-20,18:00:00,1.64924,V ugm-3
2023-01-20,19:00:00,1.94607,V ugm-3
2023-01-20,20:00:00,1.53878,V ugm-3
2023-01-20,21:00:00,1.62299,V ugm-3
2023-01-20,22:00:00,1.86708,V ugm-3
2023-01-20,23:00:00,1.5913,V ugm-3
2023-01-20,24:00:00,1.32947,V ugm-3
2023-01-21,01:00:00,1.03359,V ugm-3
2023-01-21,02:00:00,1.17242,V ugm-3
2023-01-21,03:00:00,1.00284,V ugm-3
2023-01-21,04:00:00,0.92289,V ugm-3
2023-01-21,05:00:00,1.57167,V ugm-3
2023-01-21,06:00:00,1.42621,V ugm-3
2023-01-21,07:00:00,1.28051,V ugm-3
2023-01-21,08:00:00,2.20435,V ugm-3
2023-01-21,09:00:00,3.92218,V ugm-3
2023-01-21,10:00:00,6.37392,V ugm-3
2023-01-21,11:00:00,18.15487,V ugm-3
2023-01-21,12:00:00,26.86629,V ugm-3
2023-01-21,13:00:00,32.39639,V ugm-3
2023-01-21,14:00:00,41.95902,V ugm-3
2023-01-21,15:00:00,36.85006,V ugm-3
2023-01-21,16:00:00,12.7668,V ugm-3
2023-01-21,17:00:00,1.01395,V ugm-3
2023-01-21,18:00:00,1.1781,V ugm-3
2023-01-21,19:00:00,0.74953,V ugm-3
2023-01-21,20:00:00,1.29636,V ugm-3
2023-01-21,21:00:00,1.14002,V ugm-3
2023-01-21,22:00:00,1.43684,V ugm-3
2023-01-21,23:00:00,3.71996,V ugm-3
2023-01-21,24:00:00,4.25307,V ugm-3
2023-01-22,01:00:00,3.08964,V ugm-3
2023-01-22,02:00:00,2.98604,V ugm-3
2023-01-22,03:00:00,2.61045,V ugm-3
2023-01-22,04:00:00,6.08585,V ugm-3
2023-01-22,05:00:00,4.2675,V ugm-3
2023-01-22,06:00:00,3.67596,V ugm-3
2023-01-22,07:00:00,6.89023,V ugm-3
2023-01-22,08:00:00,12.24978,V ugm-3
2023-01-22,09:00:00,21.58299,V ugm-3
2023-01-22,10:00:00,28.75612,V ugm-3
2023-01-22,11:00:00,25.61587,V ugm-3
2023-01-22,12:00:00,36.1307,V ugm-3
2023-01-22,13:00:00,37.16885,V ugm-3
2023-01-22,14:00:00,33.06598,V ugm-3
2023-01-22,15:00:00,31.04234,V ugm-3
2023-01-22,16:00:00,22.07492,V ugm-3
2023-01-22,17:00:00,13.49786,V ugm-3
2023-01-22,18:00:00,17.31408,V ugm-3
2023-01-22,19:00:00,15.373,V ugm-3
2023-01-22,20:00:00,9.77766,V ugm-3
2023-01-22,21:00:00,13.60454,V ugm-3
2023-01-22,22:00:00,15.90137,V ugm-3
2023-01-22,23:00:00,17.26227,V ugm-3
2023-01-22,24:00:00,14.12441,V ugm-3
2023-01-23,01:00:00,15.59438,V ugm-3
2023-01-23,02:00:00,17.19913,V ugm-3
2023-01-23,03:00:00,19.22775,V ugm-3
2023-01-23,04:00:00,21.92592,V ugm-3
2023-01-23,05:00:00,22.24747,V ugm-3
2023-01-23,06:00:00,9.09367,V ugm-3
2023-01-23,07:00:00,11.69986,V ugm-3
2023-01-23,08:00:00,11.36872,V ugm-3
2023-01-23,09:00:00,18.77132,V ugm-3
2023-01-23,10:00:00,28.31408,V ugm-3
2023-01-23,11:00:00,38.06242,V ugm-3
2023-01-23,12:00:00,43.65323,V ugm-3
2023-01-23,13:00:00,45.03758,V ugm-3
2023-01-23,14:00:00,42.83965,V ugm-3
2023-01-23,15:00:00,40.64061,V ugm-3
2023-01-23,16:00:00,21.03213,V ugm-3
2023-01-23,17:00:00,8.41056,V ugm-3
2023-01-23,18:00:00,3.18472,V ugm-3
2023-01-23,19:00:00,3.22753,V ugm-3
2023-01-23,20:00:00,1.08585,V ugm-3
2023-01-23,21:00:00,1.0544,V ugm-3
2023-01-23,22:00:00,0.81906,V ugm-3
2023-01-23,23:00:00,0.66556,V ugm-3
2023-01-23,24:00:00,0.68827,V ugm-3
2023-01-24,01:00:00,0.62204,V ugm-3
2023-01-24,02:00:00,0.71334,V ugm-3
